Date,Name,Status,Project,Count
8/29/2018,Mukul Kumar Singh,Waiting for user,Infrastructure,1
8/29/2018,Sean Busbey,Waiting for Infra,Infrastructure,1
8/29/2018,Udi Meiri,Waiting for Infra,Infrastructure,1
8/29/2018,Udi Meiri,Waiting for user,Infrastructure,1
8/30/2018,Kevin A. McGrail,Waiting for Infra,Infrastructure,1
8/30/2018,Konrad Windszus,Closed,Infrastructure,1
8/30/2018,Konrad Windszus,Waiting for Infra,Infrastructure,1
8/30/2018,Lav Jain,Waiting for Infra,Infrastructure,1
8/30/2018,Lav Jain,Waiting for user,Infrastructure,1
8/30/2018,P. Taylor Goetz,Closed,Infrastructure,1
8/30/2018,P. Taylor Goetz,Waiting for Infra,Infrastructure,1
8/30/2018,P. Taylor Goetz,Waiting for user,Infrastructure,1
8/30/2018,Radar Lei,Waiting for user,Infrastructure,1
8/31/2018,Chris Lambertus,Closed,Infrastructure,1
8/31/2018,Chris Lambertus,Waiting for Infra,Infrastructure,1
8/31/2018,Greg Stein,Closed,Infrastructure,1
8/31/2018,Jan Piotrowski (Sujan),Waiting for Infra,Infrastructure,1
8/31/2018,John D. Ament,Closed,Infrastructure,1
8/31/2018,John D. Ament,Waiting for Infra,Infrastructure,1
9/1/2018,Chris Lambertus,Waiting for user,Infrastructure,1
9/1/2018,Gavin,Closed,Infrastructure,1
9/1/2018,Jeff Zhang,Waiting for Infra,Infrastructure,1
9/1/2018,Stefan Seelmann,Closed,Infrastructure,1
9/2/2018,Gavin,Waiting for Infra,Infrastructure,1
9/2/2018,Marcus,Waiting for Infra,Infrastructure,1
9/3/2018,Daniel Gruno,Waiting for Infra,Infrastructure,1
9/3/2018,"Elek, Marton",Closed,Infrastructure,1
9/4/2018,Andrea Cosentino,Waiting for Infra,Infrastructure,1
9/4/2018,Claus Ibsen,Waiting for user,Infrastructure,1
9/4/2018,Gavin,Waiting for user,Infrastructure,1
9/4/2018,Nicola Ferraro,Closed,Infrastructure,1
9/4/2018,Nicola Ferraro,Waiting for Infra,Infrastructure,1
9/4/2018,Nicola Ferraro,Waiting for user,Infrastructure,1
9/6/2018,Andriy Redko,Closed,Infrastructure,1
9/6/2018,Andriy Redko,Waiting for Infra,Infrastructure,1
9/6/2018,Chris Lambertus,Closed,Infrastructure,1
9/6/2018,Chris Lambertus,Waiting for Infra,Infrastructure,1
9/6/2018,Dan Klco,Waiting for Infra,Infrastructure,1
9/6/2018,Dan Klco,Waiting for user,Infrastructure,1
9/6/2018,Daniel Gruno,Closed,Infrastructure,1
9/6/2018,Daniel Gruno,Waiting for Infra,Infrastructure,1
9/6/2018,David Nalley,Closed,Infrastructure,1
9/6/2018,Donald Szeto,Closed,Infrastructure,1
9/6/2018,Donald Szeto,Waiting for Infra,Infrastructure,1
9/6/2018,Gavin,Closed,Infrastructure,1
9/6/2018,Lewis John McGibbney,Waiting for Infra,Infrastructure,1
9/6/2018,Lewis John McGibbney,Waiting for user,Infrastructure,1
9/6/2018,Saurabh Seth,Closed,Infrastructure,1
9/6/2018,Saurabh Seth,Waiting for Infra,Infrastructure,1
9/6/2018,Tsz Wo Nicholas Sze,Closed,Infrastructure,1
9/7/2018,Adrian Cole,Waiting for user,Infrastructure,1
9/7/2018,Chris Thistlethwaite,Closed,Infrastructure,1
9/7/2018,Chris Thistlethwaite,Waiting for user,Infrastructure,1
9/7/2018,Dan Kirkwood,Waiting for Infra,Infrastructure,1
9/7/2018,Daniel Takamori,Closed,Infrastructure,1
9/7/2018,Daniel Takamori,Waiting for Infra,Infrastructure,1
9/7/2018,"Elek, Marton",Waiting for Infra,Infrastructure,1
9/8/2018,Daniel Gruno,Closed,Infrastructure,1
9/8/2018,Daniel Gruno,Waiting for user,Infrastructure,1
9/8/2018,Luciano Resende,Waiting for user,Infrastructure,1
9/8/2018,Sebb,Waiting for Infra,Infrastructure,1
9/9/2018,Allen Wittenauer,Waiting for Infra,Infrastructure,1
9/9/2018,Gavin,Closed,Infrastructure,1
9/9/2018,holdenk,Waiting for Infra,Infrastructure,1
9/10/2018,Chris Lambertus,Closed,Infrastructure,1
9/10/2018,Donald Szeto,Waiting for Infra,Infrastructure,1
9/10/2018,Kevin Klues,Waiting for Infra,Infrastructure,1
9/10/2018,Shane Curcuru,Waiting for Infra,Infrastructure,1
9/10/2018,Vladimir Sitnikov,Closed,Infrastructure,1
9/10/2018,Zoltán Nagy,Waiting for user,Infrastructure,1
9/11/2018,Chris Thistlethwaite,Closed,Infrastructure,1
9/11/2018,Daniel Gruno,Waiting for user,Infrastructure,1
9/11/2018,Eric Covener,Waiting for Infra,Infrastructure,1
9/11/2018,Greg Stein,Waiting for user,Infrastructure,1
9/11/2018,Nicola Ferraro,Waiting for Infra,Infrastructure,1
9/11/2018,Sebastian Schelter,Waiting for Infra,Infrastructure,1
9/12/2018,Chris Lambertus,Waiting for user,Infrastructure,1
9/12/2018,Daniel Gruno,Closed,Infrastructure,1
9/12/2018,Daniel Gruno,Waiting for user,Infrastructure,1
9/12/2018,Daniel Takamori,Closed,Infrastructure,1
9/12/2018,Daniel Takamori,Waiting for Infra,Infrastructure,1
9/12/2018,Gavin,Closed,Infrastructure,1
9/12/2018,Greg Stein,Waiting for Infra,Infrastructure,1
9/12/2018,Karl Heinz Marbaise,Waiting for Infra,Infrastructure,1
9/12/2018,Koji Noguchi,Waiting for Infra,Infrastructure,1
9/12/2018,Rich Bowen,Waiting for Infra,Infrastructure,1
9/12/2018,Zoltán Nagy,Closed,Infrastructure,1
9/12/2018,Zoltán Nagy,Waiting for user,Infrastructure,1
9/13/2018,Andriy Redko,Closed,Infrastructure,1
9/13/2018,Chris Thistlethwaite,Waiting for Infra,Infrastructure,1
9/13/2018,Daniel Gruno,Waiting for Infra,Infrastructure,1
9/13/2018,Daniel Gruno,Waiting for user,Infrastructure,1
9/13/2018,Konrad Windszus,Closed,Infrastructure,1
9/13/2018,Nick Allen,Closed,Infrastructure,1
9/13/2018,Stefan Seifert,Closed,Infrastructure,1
9/13/2018,Stefan Seifert,Waiting for Infra,Infrastructure,1
9/13/2018,Stefan Seifert,Waiting for user,Infrastructure,1
9/13/2018,duheng,Waiting for Infra,Infrastructure,1
9/14/2018,Chris Lambertus,Closed,Infrastructure,1
9/14/2018,Henk Penning,Closed,Infrastructure,1
9/14/2018,Henk Penning,Waiting for Infra,Infrastructure,1
9/14/2018,Jan Piotrowski (Sujan),Closed,Infrastructure,1
9/14/2018,UCY Mirror,Waiting for Infra,Infrastructure,1
9/15/2018,Daniel Gruno,Closed,Infrastructure,1
9/15/2018,Daniel Gruno,Waiting for Infra,Infrastructure,1
9/15/2018,Greg Stein,Closed,Infrastructure,1
9/15/2018,Jan Piotrowski (Sujan),Closed,Infrastructure,1
9/15/2018,Jan Piotrowski (Sujan),Waiting for Infra,Infrastructure,1
9/15/2018,Karl Heinz Marbaise,Closed,Infrastructure,1
9/15/2018,Ovilia,Closed,Infrastructure,1
9/16/2018,Chris Lambertus,Closed,Infrastructure,1
9/16/2018,Gavin,Waiting for user,Infrastructure,1
9/16/2018,Karl Heinz Marbaise,Waiting for Infra,Infrastructure,1
9/16/2018,Karl Heinz Marbaise,Waiting for user,Infrastructure,1
9/17/2018,Chris Lambertus,Waiting for Infra,Infrastructure,1
9/17/2018,Daniel Gruno,Closed,Infrastructure,1
9/17/2018,Daniel Gruno,Waiting for Infra,Infrastructure,1
9/17/2018,Daniel Takamori,Closed,Infrastructure,1
9/18/2018,Ash Berlin-Taylor,Closed,Infrastructure,1
9/18/2018,Chris Lambertus,Waiting for Infra,Infrastructure,1
9/18/2018,Daniel Takamori,Closed,Infrastructure,1
9/18/2018,Dmitriy Pavlov,Waiting for Infra,Infrastructure,1
9/18/2018,Joan Touzet,Closed,Infrastructure,1
9/18/2018,Joan Touzet,Waiting for Infra,Infrastructure,1
9/19/2018,Christian Lenz,Closed,Infrastructure,1
9/19/2018,Christian Lenz,Waiting for Infra,Infrastructure,1
9/19/2018,Daniel Takamori,Closed,Infrastructure,1
9/19/2018,Daniel Takamori,Waiting for Infra,Infrastructure,1
9/19/2018,Daniel Takamori,Waiting for user,Infrastructure,1
9/19/2018,Donald Szeto,Waiting for Infra,Infrastructure,1
9/19/2018,Greg Stein,Closed,Infrastructure,1
9/19/2018,Greg Stein,Waiting for Infra,Infrastructure,1
9/19/2018,Henk Penning,Closed,Infrastructure,1
9/19/2018,Henk Penning,Waiting for Infra,Infrastructure,1
9/19/2018,Laszlo Bodor,Waiting for Infra,Infrastructure,1
9/19/2018,Matteo Merli,Waiting for Infra,Infrastructure,1
9/19/2018,Pascal Zoutendijk,Waiting for Infra,Infrastructure,1
9/20/2018,Chris Lambertus,Waiting for Infra,Infrastructure,1
9/20/2018,Chris Thistlethwaite,Waiting for user,Infrastructure,1
9/20/2018,Daniel Takamori,Closed,Infrastructure,1
9/20/2018,Greg Stein,Closed,Infrastructure,1
9/20/2018,Rainer Döbele,Waiting for Infra,Infrastructure,1
9/20/2018,Rich Bowen,Waiting for Infra,Infrastructure,1
9/20/2018,Sebastian Schelter,Waiting for Infra,Infrastructure,1
9/20/2018,Zoltan Ivanfi,Closed,Infrastructure,1
9/20/2018,Zoltan Ivanfi,Waiting for user,Infrastructure,1
9/21/2018,Chris Lambertus,Waiting for Infra,Infrastructure,1
9/21/2018,Chris Lambertus,Waiting for user,Infrastructure,1
9/21/2018,Colin P. McCabe,Closed,Infrastructure,1
9/21/2018,Colin P. McCabe,Waiting for Infra,Infrastructure,1
9/21/2018,Colin P. McCabe,Waiting for user,Infrastructure,1
9/21/2018,Daniel Takamori,Closed,Infrastructure,1
9/21/2018,Daniel Takamori,Waiting for user,Infrastructure,1
9/21/2018,Greg Stein,Closed,Infrastructure,1
9/21/2018,Greg Stein,Waiting for Infra,Infrastructure,1
9/21/2018,Jayush Luniya,Waiting for Infra,Infrastructure,1
9/21/2018,Rainer Döbele,Waiting for Infra,Infrastructure,1
9/21/2018,Rainer Döbele,Waiting for user,Infrastructure,1
9/23/2018,Daniel Takamori,Waiting for user,Infrastructure,1
9/23/2018,Gavin,Waiting for user,Infrastructure,1
9/23/2018,John McDonnell,Closed,Infrastructure,1
9/23/2018,John McDonnell,Waiting for Infra,Infrastructure,1
9/23/2018,Maxim Solodovnik,Closed,Infrastructure,1
9/23/2018,Maxim Solodovnik,Waiting for Infra,Infrastructure,1
9/23/2018,Maxim Solodovnik,Waiting for user,Infrastructure,1
9/24/2018,Chris Lambertus,Waiting for Infra,Infrastructure,1
9/24/2018,Fabio Utzig,Waiting for Infra,Infrastructure,1
9/24/2018,Greg Mann,Waiting for Infra,Infrastructure,1
9/24/2018,Robert Munteanu,Closed,Infrastructure,1
9/25/2018,Attila Magyar,Waiting for Infra,Infrastructure,1
9/25/2018,Chris Lambertus,Closed,Infrastructure,1
9/25/2018,Daniel Takamori,Closed,Infrastructure,1
9/25/2018,David Nalley,Waiting for Infra,Infrastructure,1
9/25/2018,Gavin,Closed,Infrastructure,1
9/25/2018,Kenneth Knowles,Waiting for Infra,Infrastructure,1
9/25/2018,Kouhei Sutou,Waiting for Infra,Infrastructure,1
9/25/2018,Michael Osipov,Closed,Infrastructure,1
9/25/2018,Olivér Szabó,Waiting for Infra,Infrastructure,1
9/25/2018,Sebb,Closed,Infrastructure,1
9/25/2018,Sebb,Waiting for Infra,Infrastructure,1
9/25/2018,Vivek Ratnavel Subramanian,Waiting for user,Infrastructure,1
9/26/2018,Chris Thistlethwaite,Waiting for user,Infrastructure,1
9/26/2018,Martin Grigorov,Closed,Infrastructure,1
9/26/2018,Martin Grigorov,Waiting for user,Infrastructure,1
9/27/2018,Chris Lambertus,Closed,Infrastructure,1
9/27/2018,Chris Lambertus,Waiting for user,Infrastructure,1
9/27/2018,Sebb,Closed,Infrastructure,1
9/28/2018,Arpit Agarwal,Waiting for Infra,Infrastructure,1
9/28/2018,Chris Lambertus,Waiting for Infra,Infrastructure,1
9/28/2018,Chris Lambertus,Waiting for user,Infrastructure,1
9/28/2018,Chris Thistlethwaite,Closed,Infrastructure,1
9/28/2018,Chris Thistlethwaite,Waiting for Infra,Infrastructure,1
9/28/2018,"Doroszlai, Attila",Waiting for Infra,Infrastructure,1
9/28/2018,Julian Foad,Waiting for Infra,Infrastructure,1
9/28/2018,Sebb,Closed,Infrastructure,1
9/28/2018,Sebb,Waiting for Infra,Infrastructure,1
9/29/2018,Chris Lambertus,Waiting for Infra,Infrastructure,1
9/29/2018,Chris Lambertus,Waiting for user,Infrastructure,1
9/30/2018,Chris Lambertus,Closed,Infrastructure,1
9/30/2018,Chris Lambertus,Waiting for user,Infrastructure,1
9/30/2018,James Bognar,Waiting for Infra,Infrastructure,1
9/30/2018,Laszlo Kishalmi,Closed,Infrastructure,1
11/12/2014,Dan Haywood,Closed,Isis,1
2/24/2015,Dan Haywood,Closed,Isis,1
12/6/2015,Dan Haywood,Closed,Isis,1
12/8/2015,Andi Huber,Open,Isis,1
3/19/2016,Dan Haywood,Closed,Isis,1
4/12/2017,Andi Huber,Closed,Isis,1
4/12/2017,Andi Huber,In Progress,Isis,1
4/12/2017,Dan Haywood,Closed,Isis,1
4/12/2017,Dan Haywood,In Progress,Isis,1
6/2/2017,Dan Haywood,Closed,Isis,1
6/2/2017,Dan Haywood,In Progress,Isis,1
6/12/2017,Andi Huber,Closed,Isis,1
6/12/2017,Andi Huber,In Progress,Isis,1
6/12/2017,Andi Huber,Reopened,Isis,1
10/1/2017,Dan Haywood,Closed,Isis,1
10/1/2017,Dan Haywood,In Progress,Isis,1
10/9/2017,Dan Haywood,Closed,Isis,1
10/27/2017,Dan Haywood,Closed,Isis,1
10/27/2017,Dan Haywood,In Progress,Isis,1
11/18/2017,Dan Haywood,Closed,Isis,1
1/5/2018,Dan Haywood,Closed,Isis,1
1/8/2018,Dan Haywood,Closed,Isis,1
1/8/2018,Dan Haywood,In Progress,Isis,1
1/16/2018,Dan Haywood,Closed,Isis,1
2/22/2018,Dan Haywood,Closed,Isis,1
2/24/2018,Dan Haywood,Closed,Isis,1
3/3/2018,Andi Huber,Resolved,Isis,1
3/5/2018,Andi Huber,In Progress,Isis,1
3/5/2018,Dan Haywood,Closed,Isis,1
3/6/2018,Andi Huber,Closed,Isis,1
3/6/2018,Andi Huber,Open,Isis,1
3/8/2018,Dan Haywood,Closed,Isis,1
3/8/2018,Dan Haywood,In Progress,Isis,1
3/9/2018,Andi Huber,Reopened,Isis,1
3/9/2018,Dan Haywood,In Progress,Isis,1
3/10/2018,Dan Haywood,Closed,Isis,1
3/14/2018,Dan Haywood,Closed,Isis,1
3/15/2018,Andi Huber,Closed,Isis,1
3/16/2018,Andi Huber,Resolved,Isis,1
3/19/2018,Dan Haywood,In Progress,Isis,1
4/5/2018,Andi Huber,Closed,Isis,1
4/12/2018,Dan Haywood,Closed,Isis,1
5/13/2018,Dan Haywood,Closed,Isis,1
5/13/2018,Dan Haywood,In Progress,Isis,1
5/25/2018,Dan Haywood,Closed,Isis,1
5/28/2018,Dan Haywood,Closed,Isis,1
5/31/2018,Dan Haywood,Closed,Isis,1
6/2/2018,Dan Haywood,Closed,Isis,1
6/3/2018,Andi Huber,In Progress,Isis,1
6/11/2018,Dan Haywood,Closed,Isis,1
7/5/2018,Dan Haywood,In Progress,Isis,1
7/5/2018,Dan Haywood,Open,Isis,1
7/5/2018,Dan Haywood,Resolved,Isis,1
7/9/2018,Dan Haywood,In Progress,Isis,1
7/9/2018,Dan Haywood,Open,Isis,1
7/10/2018,Andi Huber,Closed,Isis,1
7/10/2018,Bilgin Ibryam,Open,Isis,1
7/19/2018,Dan Haywood,Open,Isis,1
7/22/2018,Dan Haywood,Closed,Isis,1
7/22/2018,Dan Haywood,Open,Isis,1
8/22/2018,Dan Haywood,In Progress,Isis,1
8/22/2018,Dan Haywood,Open,Isis,1
8/28/2018,Andi Huber,Open,Isis,1
8/28/2018,Dan Haywood,Open,Isis,1
8/31/2018,Andi Huber,Open,Isis,1
8/31/2018,Dan Haywood,Open,Isis,1
8/31/2018,Dan Haywood,Resolved,Isis,1
9/4/2018,Gabriel Terwesten,Open,Isis,1
9/7/2018,Andi Huber,Closed,Isis,1
9/7/2018,Andi Huber,In Progress,Isis,1
9/8/2018,Dan Haywood,Open,Isis,1
9/13/2018,Andi Huber,Closed,Isis,1
9/14/2018,Dan Haywood,Open,Isis,1
9/14/2018,Dan Haywood,Resolved,Isis,1
9/24/2018,Andi Huber,In Progress,Isis,1
9/29/2018,Dan Haywood,In Progress,Isis,1
12/5/2008,Gintas Grigelionis,Closed,Ivy,1
12/5/2008,Gintas Grigelionis,Reopened,Ivy,1
12/5/2008,Gintas Grigelionis,Resolved,Ivy,1
7/27/2009,Gintas Grigelionis,Closed,Ivy,1
6/16/2010,Charles Breingan,Open,Ivy,1
6/16/2010,jaikiran pai,Open,Ivy,1
11/1/2010,Maarten Coene,Resolved,Ivy,1
5/19/2011,Maarten Coene,Resolved,Ivy,1
3/26/2016,jaikiran pai,Resolved,Ivy,1
4/19/2016,Gintas Grigelionis,Closed,Ivy,1
4/19/2016,Gintas Grigelionis,Open,Ivy,1
4/19/2016,Gintas Grigelionis,Resolved,Ivy,1
2/24/2018,jaikiran pai,Resolved,Ivy,1
6/21/2018,Michael Mellouk,Open,Ivy,1
6/21/2018,Nicholas Lenzi,Open,Ivy,1
8/8/2018,Arni Schulze,Open,Ivy,1
8/8/2018,Cédric Damioli,Open,Ivy,1
8/13/2018,Volker Gropp,Open,Ivy,1
8/13/2018,jaikiran pai,Resolved,Ivy,1
8/29/2018,jaikiran pai,Open,Ivy,1
9/2/2018,Trung,Open,Ivy,1
9/24/2018,mgsoft,Open,Ivy,1
5/8/2015,Jan Matèrne,Reopened,IvyDE,1
8/28/2015,Gintas Grigelionis,Closed,IvyDE,1
8/28/2015,Gintas Grigelionis,Resolved,IvyDE,1
5/9/2016,Woonsan Ko,Closed,Jackrabbit Content Repository,1
8/22/2016,Julian Reschke,Closed,Jackrabbit Content Repository,1
2/24/2017,Julian Reschke,Closed,Jackrabbit Content Repository,1
4/25/2017,Eric Wout van der Steen,Open,Jackrabbit Content Repository,1
4/25/2017,Julian Reschke,Open,Jackrabbit Content Repository,1
4/25/2017,Julian Reschke,Resolved,Jackrabbit Content Repository,1
6/19/2017,Julian Reschke,Closed,Jackrabbit Content Repository,1
6/21/2017,Julian Reschke,Closed,Jackrabbit Content Repository,1
6/22/2017,Julian Reschke,Closed,Jackrabbit Content Repository,1
9/5/2017,Julian Reschke,Closed,Jackrabbit Content Repository,1
4/10/2018,DilipKumar S,Reopened,Jackrabbit Content Repository,1
4/10/2018,Julian Reschke,Closed,Jackrabbit Content Repository,1
4/10/2018,Julian Reschke,Resolved,Jackrabbit Content Repository,1
4/25/2018,Julian Reschke,Closed,Jackrabbit Content Repository,1
4/26/2018,Julian Reschke,Closed,Jackrabbit Content Repository,1
5/4/2018,Julian Reschke,Closed,Jackrabbit Content Repository,1
5/18/2018,Julian Reschke,Resolved,Jackrabbit Content Repository,1
5/22/2018,Julian Reschke,Open,Jackrabbit Content Repository,1
5/23/2018,Julian Reschke,Open,Jackrabbit Content Repository,1
6/1/2018,Julian Reschke,Closed,Jackrabbit Content Repository,1
6/15/2018,Julian Reschke,Closed,Jackrabbit Content Repository,1
6/18/2018,Robert Munteanu,Closed,Jackrabbit Content Repository,1
6/20/2018,Julian Reschke,Resolved,Jackrabbit Content Repository,1
6/29/2018,Julian Reschke,Resolved,Jackrabbit Content Repository,1
7/3/2018,Julian Reschke,Open,Jackrabbit Content Repository,1
7/4/2018,Julian Reschke,Closed,Jackrabbit Content Repository,1
7/4/2018,Julian Reschke,In Progress,Jackrabbit Content Repository,1
7/6/2018,Julian Reschke,Closed,Jackrabbit Content Repository,1
7/13/2018,Julian Reschke,In Progress,Jackrabbit Content Repository,1
7/13/2018,Julian Reschke,Resolved,Jackrabbit Content Repository,1
7/18/2018,Julian Reschke,Closed,Jackrabbit Content Repository,1
7/18/2018,Marcel Reutegger,Resolved,Jackrabbit Content Repository,1
7/22/2018,Claus Köll,Resolved,Jackrabbit Content Repository,1
7/22/2018,Julian Reschke,Closed,Jackrabbit Content Repository,1
7/22/2018,Woonsan Ko,Open,Jackrabbit Content Repository,1
7/24/2018,Julian Reschke,In Progress,Jackrabbit Content Repository,1
7/24/2018,Julian Reschke,Resolved,Jackrabbit Content Repository,1
7/25/2018,Julian Reschke,Resolved,Jackrabbit Content Repository,1
7/27/2018,Julian Reschke,In Progress,Jackrabbit Content Repository,1
8/3/2018,Julian Reschke,In Progress,Jackrabbit Content Repository,1
8/6/2018,Woonsan Ko,Resolved,Jackrabbit Content Repository,1
8/9/2018,Marcel Reutegger,Open,Jackrabbit Content Repository,1
8/9/2018,Marcel Reutegger,Resolved,Jackrabbit Content Repository,1
8/24/2018,Julian Reschke,Open,Jackrabbit Content Repository,1
9/3/2018,Csaba Varga,Open,Jackrabbit Content Repository,1
9/3/2018,Julian Reschke,Reopened,Jackrabbit Content Repository,1
9/4/2018,Amit Jain,Resolved,Jackrabbit Content Repository,1
9/4/2018,Woonsan Ko,Resolved,Jackrabbit Content Repository,1
9/20/2018,Julian Reschke,In Progress,Jackrabbit Content Repository,1
9/27/2018,Julian Reschke,In Progress,Jackrabbit Content Repository,1
9/28/2018,Julian Reschke,Closed,Jackrabbit Content Repository,1
9/28/2018,Julian Reschke,Resolved,Jackrabbit Content Repository,1
10/17/2013,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
10/17/2013,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
10/28/2013,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
10/28/2013,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
2/11/2014,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
2/11/2014,Tobias Bocanegra,Open,Jackrabbit FileVault,1
2/11/2014,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
8/20/2014,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
8/25/2014,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
8/25/2014,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
9/16/2014,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
9/16/2014,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
10/24/2014,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
10/27/2014,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
10/31/2014,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
11/4/2014,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
11/7/2014,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
1/13/2015,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
1/13/2015,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
4/7/2016,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
4/7/2016,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
6/22/2016,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
6/22/2016,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
8/10/2016,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
8/10/2016,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
1/16/2017,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
1/16/2017,Tobias Bocanegra,Open,Jackrabbit FileVault,1
6/1/2017,Carsten Ziegeler,Open,Jackrabbit FileVault,1
6/1/2017,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
6/1/2017,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
6/29/2017,Konrad Windszus,Open,Jackrabbit FileVault,1
7/2/2017,Konrad Windszus,Open,Jackrabbit FileVault,1
9/18/2017,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
9/18/2017,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
10/18/2017,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
10/18/2017,Tobias Bocanegra,Open,Jackrabbit FileVault,1
10/18/2017,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
10/19/2017,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
10/19/2017,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
11/18/2017,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
11/18/2017,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
11/29/2017,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
12/15/2017,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
12/15/2017,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
12/21/2017,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
12/21/2017,Tobias Bocanegra,Patch Available,Jackrabbit FileVault,1
12/21/2017,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
1/17/2018,Konrad Windszus,Resolved,Jackrabbit FileVault,1
1/21/2018,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
1/21/2018,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
2/9/2018,Konrad Windszus,Open,Jackrabbit FileVault,1
2/9/2018,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
2/9/2018,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
2/15/2018,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
2/18/2018,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
2/18/2018,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
2/23/2018,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
4/2/2018,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
4/10/2018,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
4/16/2018,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
4/16/2018,Tobias Bocanegra,Patch Available,Jackrabbit FileVault,1
4/30/2018,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
6/5/2018,Julian Reschke,Open,Jackrabbit FileVault,1
6/5/2018,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
6/5/2018,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
6/13/2018,Konrad Windszus,Closed,Jackrabbit FileVault,1
6/14/2018,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
6/29/2018,Tobias Bocanegra,Open,Jackrabbit FileVault,1
7/3/2018,Konrad Windszus,Open,Jackrabbit FileVault,1
8/1/2018,Tobias Bocanegra,Open,Jackrabbit FileVault,1
8/10/2018,Konrad Windszus,Patch Available,Jackrabbit FileVault,1
8/10/2018,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
8/10/2018,Tobias Bocanegra,Patch Available,Jackrabbit FileVault,1
8/10/2018,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
9/4/2018,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
9/5/2018,Tobias Bocanegra,Closed,Jackrabbit FileVault,1
9/5/2018,Tobias Bocanegra,Open,Jackrabbit FileVault,1
9/5/2018,Tobias Bocanegra,Resolved,Jackrabbit FileVault,1
3/13/2013,Alex Deparvu,Closed,Jackrabbit Oak,1
2/21/2014,Marcel Reutegger,Closed,Jackrabbit Oak,1
5/14/2014,Julian Reschke,Open,Jackrabbit Oak,1
2/9/2015,Marcel Reutegger,Closed,Jackrabbit Oak,1
3/11/2015,Michael Dürig,Reopened,Jackrabbit Oak,1
3/11/2015,Michael Dürig,Resolved,Jackrabbit Oak,1
4/24/2015,Thomas Mueller,Closed,Jackrabbit Oak,1
5/13/2015,Tomek Rękawek,Closed,Jackrabbit Oak,1
9/2/2015,Amit Jain,Open,Jackrabbit Oak,1
9/2/2015,Julian Reschke,Open,Jackrabbit Oak,1
11/17/2015,Thomas Mueller,Closed,Jackrabbit Oak,1
