Date,Name,Status,Project,Count
9/4/2018,Sean Busbey,Open,HBase,20
9/5/2018,stack,Open,HBase,20
9/6/2018,Andrew Purtell,Patch Available,HBase,20
10/3/2017,Igor Kryvenko,Patch Available,Hive,20
4/3/2018,Hive QA,Patch Available,Hive,20
4/10/2018,Hive QA,Patch Available,Hive,20
4/19/2018,Alexander Kolbasov,Patch Available,Hive,20
6/1/2018,Hive QA,Patch Available,Hive,20
6/25/2018,Hive QA,Patch Available,Hive,20
9/5/2018,Zoltan Haindrich,Patch Available,Hive,20
9/9/2018,Matt McCline,Patch Available,Hive,20
9/13/2018,Jaume M,Patch Available,Hive,20
9/8/2018,Sandra Parsick,Open,HttpComponents HttpCore,20
8/2/2018,Pavel Konstantinov,Open,Ignite,20
7/13/2018,Gavin,Waiting for Infra,Infrastructure,20
3/8/2018,Sharan Foga,Open,OFBiz,20
4/26/2018,Hadoop QA,Patch Available,Oozie,20
9/4/2018,Timo Boehme,Open,PDFBox,20
9/3/2018,Shashikant Banerjee,Patch Available,Ratis,20
8/21/2018,kalyan kumar kalvagadda,Patch Available,Sentry,20
9/17/2018,Jean-Baptiste Onofré,Open,ServiceMix,20
9/11/2018,Robert Munteanu,Open,Sling,20
3/20/2018,Amrit Sarkar,Open,Solr,20
4/9/2018,Apache Spark,Resolved,Spark,20
8/7/2018,Apache Spark,In Progress,Spark,20
8/21/2018,Apache Spark,In Progress,Spark,20
8/23/2018,Apache Spark,In Progress,Spark,20
8/24/2018,Apache Spark,In Progress,Spark,20
9/7/2018,Apache Spark,In Progress,Spark,20
9/19/2018,Apache Spark,In Progress,Spark,20
9/26/2018,Apache Spark,In Progress,Spark,20
9/26/2018,Apache Spark,Open,Spark,20
5/17/2018,liuxun,Open,Zeppelin,20
8/8/2018,Wes McKinney,Open,Apache Arrow,19
4/25/2012,Shazron Abdullah,Closed,Apache Cordova,19
4/7/2013,Shazron Abdullah,Closed,Apache Cordova,19
6/13/2013,Shazron Abdullah,Closed,Apache Cordova,19
6/21/2013,Shazron Abdullah,Closed,Apache Cordova,19
9/26/2018,Kevin Risden,Open,Apache Knox,19
3/29/2018,Denis Davydenko,To Do,Apache MXNet,19
9/12/2018,Benedict,Patch Available,Cassandra,19
8/15/2018,Gilles,Open,Commons RNG,19
3/22/2017,Adam Antal,Patch Available,Hadoop Common,19
7/26/2018,Fei Hui,Patch Available,Hadoop Common,19
7/5/2018,Mukul Kumar Singh,Patch Available,Hadoop Distributed Data Store,19
7/10/2018,Hanisha Koneru,Patch Available,Hadoop Distributed Data Store,19
7/19/2018,Ajay Kumar,Patch Available,Hadoop Distributed Data Store,19
7/19/2018,Nanda kumar,Patch Available,Hadoop Distributed Data Store,19
8/16/2018,Anu Engineer,Open,Hadoop Distributed Data Store,19
9/18/2018,Arpit Agarwal,Patch Available,Hadoop Distributed Data Store,19
7/18/2018,Siyao Meng,Patch Available,Hadoop HDFS,19
8/1/2018,Ewan Higgs,Patch Available,Hadoop HDFS,19
8/24/2018,Ayush Saxena,Patch Available,Hadoop HDFS,19
8/24/2018,Íñigo Goiri,Patch Available,Hadoop HDFS,19
8/28/2018,Anthony Hsu,Open,Hadoop Map/Reduce,19
4/13/2018,Chandni Singh,In Progress,Hadoop YARN,19
6/11/2018,Bibin A Chundatt,Patch Available,Hadoop YARN,19
7/20/2018,Weiwei Yang,Patch Available,Hadoop YARN,19
8/3/2018,Íñigo Goiri,Patch Available,Hadoop YARN,19
9/20/2018,Haibo Chen,Patch Available,Hadoop YARN,19
6/7/2018,Francis Liu,Patch Available,HBase,19
7/22/2018,chenyang,Open,HBase,19
8/15/2018,Hudson,Resolved,HBase,19
8/17/2018,Hadoop QA,Patch Available,HBase,19
8/17/2018,stack,Patch Available,HBase,19
8/20/2018,stack,Open,HBase,19
8/23/2018,Hadoop QA,Patch Available,HBase,19
8/23/2018,ramkrishna.s.vasudevan,Patch Available,HBase,19
7/5/2016,Sahil Takiar,Patch Available,Hive,19
8/11/2017,Karen Coppage,Patch Available,Hive,19
10/19/2017,Laszlo Bodor,Patch Available,Hive,19
4/19/2018,Hive QA,Patch Available,Hive,19
4/22/2018,Sankar Hariappan,Patch Available,Hive,19
7/2/2018,Hive QA,Patch Available,Hive,19
7/6/2018,Sergey Shelukhin,Open,Hive,19
7/12/2018,Teddy Choi,Patch Available,Hive,19
7/17/2018,Alexander Kolbasov,Patch Available,Hive,19
8/6/2018,Hive QA,Patch Available,Hive,19
8/10/2018,Hive QA,Patch Available,Hive,19
8/23/2018,Alexander Kolbasov,Patch Available,Hive,19
8/28/2018,Alexander Kolbasov,Patch Available,Hive,19
9/13/2018,Jaume M,Open,Hive,19
7/3/2018,Nikolay Izhikov,Patch Available,Ignite,19
9/17/2018,Tim Armstrong,Open,IMPALA,19
1/2/2018,Gavin,Closed,Infrastructure,19
7/18/2018,Tellier Benoit,Closed,James Server,19
8/17/2018,Ismael Juma,Open,Kafka,19
9/8/2018,Michael Osipov,Open,Maven SCM,19
7/18/2018,Meng Zhu,Open,Mesos,19
7/19/2018,Andras Piros,Patch Available,Oozie,19
9/4/2018,Tilman Hausherr,Open,PDFBox,19
7/25/2018,Jaanai Zhang,Open,Phoenix,19
7/25/2018,David Smiley,Open,Solr,19
7/11/2018,liuxun,Open,Zeppelin,19
6/15/2018,Apache Spark,Open,Apache Airflow,18
7/1/2018,Wes McKinney,Open,Apache Arrow,18
7/7/2018,Wes McKinney,Open,Apache Arrow,18
7/12/2018,Wes McKinney,Open,Apache Arrow,18
7/28/2018,Phillip Cloud,Open,Apache Arrow,18
8/9/2018,Wes McKinney,Open,Apache Arrow,18
9/16/2018,Wes McKinney,Open,Apache Arrow,18
9/21/2018,Wes McKinney,Open,Apache Arrow,18
5/7/2012,Shazron Abdullah,Closed,Apache Cordova,18
9/17/2012,Shazron Abdullah,Closed,Apache Cordova,18
1/31/2013,Shazron Abdullah,Closed,Apache Cordova,18
2/20/2013,Shazron Abdullah,Closed,Apache Cordova,18
3/27/2013,Shazron Abdullah,Closed,Apache Cordova,18
5/23/2013,Shazron Abdullah,Closed,Apache Cordova,18
6/24/2013,Shazron Abdullah,Closed,Apache Cordova,18
7/24/2013,Shazron Abdullah,Closed,Apache Cordova,18
8/7/2013,Shazron Abdullah,Closed,Apache Cordova,18
9/25/2018,Kevin Risden,Open,Apache Knox,18
9/28/2018,Kevin Risden,Open,Apache Knox,18
8/15/2018,Ankit Khedia,To Do,Apache MXNet,18
9/20/2018,Lin Yuan,To Do,Apache MXNet,18
8/15/2018,Diego Queiroz,Open,Apache NiFi,18
9/19/2018,Colin Dean,Open,Apache NiFi,18
9/27/2018,James Taylor,Open,Apache Omid,18
9/11/2017,Henning Rohde,Closed,Beam,18
8/28/2018,Claus Ibsen,Open,Camel,18
8/10/2018,Jason Brown,Open,Cassandra,18
9/12/2018,Ariel Weisberg,Open,Cassandra,18
9/12/2018,Joseph Lynch,Open,Cassandra,18
8/15/2018,Alex D Herbert,Open,Commons RNG,18
2/20/2014,Joan Touzet,Closed,CouchDB,18
2/26/2014,Joan Touzet,Closed,CouchDB,18
7/17/2018,Andriy Redko,Resolved,CXF,18
7/3/2018,Renjie Liu,Open,Flink,18
9/13/2018,Till Rohrmann,Open,Flink,18
8/24/2018,Sean Mackrory,Patch Available,Hadoop Common,18
6/19/2018,genericqa,Patch Available,Hadoop Distributed Data Store,18
7/27/2018,Mukul Kumar Singh,Patch Available,Hadoop Distributed Data Store,18
8/9/2018,"Elek, Marton",Patch Available,Hadoop Distributed Data Store,18
8/16/2018,Hadoop QA,Patch Available,Hadoop Distributed Data Store,18
8/31/2018,Dinesh Chitlangia,Patch Available,Hadoop Distributed Data Store,18
9/14/2018,Hadoop QA,Patch Available,Hadoop Distributed Data Store,18
8/1/2018,Dibyendu Karmakar,Patch Available,Hadoop HDFS,18
8/22/2018,yanghuafeng,Patch Available,Hadoop HDFS,18
8/24/2018,Hadoop QA,Patch Available,Hadoop HDFS,18
8/30/2017,Eric Yang,Patch Available,Hadoop YARN,18
5/15/2018,genericqa,Patch Available,Hadoop YARN,18
7/23/2018,Eric Yang,Patch Available,Hadoop YARN,18
7/27/2018,Akhil PB,Patch Available,Hadoop YARN,18
7/27/2018,Sunil Govindan,Patch Available,Hadoop YARN,18
7/10/2017,Gavin,Resolved,HBase,18
10/13/2017,Ted Yu,Patch Available,HBase,18
1/11/2018,Gavin,Resolved,HBase,18
2/12/2018,Gavin,Resolved,HBase,18
7/2/2018,Tak Lon (Stephen) Wu,Open,HBase,18
7/10/2018,Vikas Vishwakarma,Patch Available,HBase,18
7/16/2018,Andrew Purtell,Open,HBase,18
7/16/2018,Hudson,Resolved,HBase,18
7/16/2018,stack,Patch Available,HBase,18
7/30/2018,stack,Open,HBase,18
8/3/2018,Tak Lon (Stephen) Wu,Patch Available,HBase,18
8/21/2018,Duo Zhang,Patch Available,HBase,18
8/29/2018,Reid Chan,Patch Available,HBase,18
9/6/2018,Mingliang Liu,Patch Available,HBase,18
9/6/2018,stack,Open,HBase,18
9/12/2018,stack,Patch Available,HBase,18
7/5/2017,Jesus Camacho Rodriguez,Patch Available,Hive,18
7/5/2017,Vineet Garg,Patch Available,Hive,18
3/6/2018,Prasanth Jayachandran,Patch Available,Hive,18
3/6/2018,Vineet Garg,Patch Available,Hive,18
7/4/2018,Matt McCline,Patch Available,Hive,18
7/5/2018,Alexander Kolbasov,Patch Available,Hive,18
7/17/2018,Sankar Hariappan,Open,Hive,18
7/18/2018,Prasanth Jayachandran,Patch Available,Hive,18
7/29/2018,Prasanth Jayachandran,Patch Available,Hive,18
8/4/2018,Matt McCline,Patch Available,Hive,18
8/19/2018,Hive QA,Patch Available,Hive,18
9/25/2018,Hive QA,Patch Available,Hive,18
3/14/2018,Vladimir Ozerov,Open,Ignite,18
7/30/2018,Vitaliy Biryukov,In Progress,Ignite,18
10/19/2017,Gavin,Closed,Infrastructure,18
7/25/2018,Chris Lambertus,Waiting for Infra,Infrastructure,18
8/10/2018,Chris Thistlethwaite,Waiting for Infra,Infrastructure,18
5/25/2018,Julian Reschke,Open,Jackrabbit Oak,18
10/17/2014,Jean-Baptiste Onofré,Resolved,Karaf,18
6/19/2018,Burcu,Open,Maven,18
9/13/2018,Pavel_K,Open,Maven Surefire,18
8/9/2018,Hüseyin Kartal,Open,Maven Wagon,18
9/26/2018,z s,Open,Mesos,18
9/10/2018,Hadoop QA,Patch Available,Oozie,18
4/7/2018,Emmeran Seehuber,Open,PDFBox,18
8/14/2018,Lars Hofhansl,Patch Available,Phoenix,18
8/15/2018,Stefan Egli,Open,Sling,18
8/7/2018,Joel Bernstein,Open,Solr,18
9/20/2018,Jan Høydahl,Open,Solr,18
4/9/2018,Apache Spark,Open,Spark,18
5/23/2018,Jiang Xingbo,In Progress,Spark,18
7/15/2018,Apache Spark,Open,Spark,18
7/16/2018,Apache Spark,Open,Spark,18
7/20/2018,Apache Spark,Open,Spark,18
7/25/2018,Apache Spark,Open,Spark,18
7/31/2018,Apache Spark,Open,Spark,18
8/6/2018,Apache Spark,In Progress,Spark,18
8/6/2018,Apache Spark,Open,Spark,18
8/13/2018,Apache Spark,In Progress,Spark,18
8/14/2018,Apache Spark,In Progress,Spark,18
8/15/2018,Apache Spark,In Progress,Spark,18
8/16/2018,Apache Spark,In Progress,Spark,18
8/16/2018,Apache Spark,Open,Spark,18
8/20/2018,Apache Spark,Open,Spark,18
8/22/2018,Apache Spark,Open,Spark,18
8/27/2018,Apache Spark,Open,Spark,18
9/3/2018,Apache Spark,In Progress,Spark,18
9/11/2018,Apache Spark,In Progress,Spark,18
9/14/2018,Fabian Höring,Open,Spark,18
9/19/2018,Apache Spark,Open,Spark,18
6/27/2018,Christopher Friedt,Open,Thrift,18
7/10/2018,Nezih BEN FREDJ,Open,ActiveMQ,17
8/17/2018,Brad Maxwell,Open,ActiveMQ Artemis,17
7/13/2018,Marcus Christie,Open,Airavata,17
7/17/2018,Hari Sekhon,Open,Ambari,17
7/19/2018,Hudson,Resolved,Ambari,17
8/9/2018,Hudson,Patch Available,Ambari,17
8/9/2018,Istvan Tobias,Patch Available,Ambari,17
7/6/2018,Wes McKinney,Open,Apache Arrow,17
5/15/2012,Shazron Abdullah,Closed,Apache Cordova,17
5/3/2013,Shazron Abdullah,Closed,Apache Cordova,17
5/21/2013,Shazron Abdullah,Closed,Apache Cordova,17
6/12/2013,Shazron Abdullah,Closed,Apache Cordova,17
6/17/2013,Shazron Abdullah,Closed,Apache Cordova,17
7/11/2013,Shazron Abdullah,Closed,Apache Cordova,17
9/10/2013,Shazron Abdullah,Closed,Apache Cordova,17
9/17/2013,Shazron Abdullah,Closed,Apache Cordova,17
4/29/2014,Shazron Abdullah,Closed,Apache Cordova,17
11/6/2014,Shazron Abdullah,Closed,Apache Cordova,17
9/28/2018,Kevin Risden,Patch Available,Apache Knox,17
7/8/2018,John Yang,Open,Apache Nemo,17
8/8/2018,Andrei Sereda,Open,Calcite,17
9/5/2018,Hongze Zhang,Open,Calcite,17
6/25/2018,Andrea Cosentino,Reopened,Camel,17
9/6/2018,Ariel Weisberg,Open,Cassandra,17
2/20/2014,Joan Touzet,Open,CouchDB,17
7/17/2018,bambus,Open,CXF,17
9/24/2018,Antoine DESSAIGNE,Open,Felix,17
7/25/2018,Chesnay Schepler,Open,Flink,17
7/26/2018,Xingcan Cui,Open,Flink,17
7/27/2018,Chesnay Schepler,Open,Flink,17
5/22/2017,Xiao Chen,Patch Available,Hadoop Common,17
7/16/2018,wujinhu,Patch Available,Hadoop Common,17
8/14/2018,wujinhu,Patch Available,Hadoop Common,17
8/15/2018,Szilard Nemeth,Patch Available,Hadoop Common,17
9/12/2018,Steve Loughran,Open,Hadoop Common,17
6/27/2018,genericqa,Patch Available,Hadoop Distributed Data Store,17
7/10/2018,Shashikant Banerjee,Open,Hadoop Distributed Data Store,17
9/21/2018,Namit Maheshwari,Open,Hadoop Distributed Data Store,17
8/9/2018,Ranith Sardar,Patch Available,Hadoop HDFS,17
8/20/2018,Siyao Meng,Patch Available,Hadoop HDFS,17
8/23/2018,Ayush Saxena,Patch Available,Hadoop HDFS,17
8/23/2018,Íñigo Goiri,Patch Available,Hadoop HDFS,17
9/10/2018,Ayush Saxena,Patch Available,Hadoop HDFS,17
8/8/2017,Haibo Chen,Patch Available,Hadoop YARN,17
8/13/2018,Young Chen,Patch Available,Hadoop YARN,17
8/23/2018,Chandni Singh,Open,Hadoop YARN,17
8/27/2018,Sunil Govindan,Patch Available,Hadoop YARN,17
9/27/2018,Bibin A Chundatt,Patch Available,Hadoop YARN,17
11/28/2017,Mike Drob,Patch Available,HBase,17
6/6/2018,Yu Li,Patch Available,HBase,17
6/18/2018,Hudson,Patch Available,HBase,17
7/2/2018,Hudson,Resolved,HBase,17
7/2/2018,Tak Lon (Stephen) Wu,Patch Available,HBase,17
7/25/2018,stack,Patch Available,HBase,17
8/7/2018,wenbang,Patch Available,HBase,17
8/19/2018,Hudson,Resolved,HBase,17
8/20/2018,stack,Patch Available,HBase,17
7/5/2016,Hive QA,Patch Available,Hive,17
9/24/2017,Junjie Chen,Patch Available,Hive,17
6/5/2018,Hive QA,Patch Available,Hive,17
6/6/2018,Hive QA,Patch Available,Hive,17
6/16/2018,mahesh kumar behera,In Progress,Hive,17
6/18/2018,Sahil Takiar,Patch Available,Hive,17
6/26/2018,Hive QA,Patch Available,Hive,17
7/4/2018,Jesus Camacho Rodriguez,Patch Available,Hive,17
7/25/2018,BELUGA BEHR,Open,Hive,17
8/1/2018,Vineet Garg,Patch Available,Hive,17
8/3/2018,Alexander Kolbasov,Patch Available,Hive,17
8/17/2018,Daniel Dai,Patch Available,Hive,17
8/27/2018,denys kuzmenko,Patch Available,Hive,17
9/28/2018,Hive QA,Patch Available,Hive,17
2/20/2018,Andrew Mashenkov,In Progress,Ignite,17
7/30/2018,Dmitriy Pavlov,In Progress,Ignite,17
8/6/2018,Pavel Pereslegin,Open,Ignite,17
8/24/2018,Sergey Antonov,In Progress,Ignite,17
8/30/2018,Andrew Mashenkov,Open,Ignite,17
9/7/2018,Pavel Kovalenko,Open,Ignite,17
7/31/2018,Tim Armstrong,Open,IMPALA,17
2/1/2018,Gavin,Closed,Infrastructure,17
7/25/2018,Chris Lambertus,Waiting for user,Infrastructure,17
7/9/2018,Julian Reschke,Closed,Jackrabbit Content Repository,17
4/5/2018,Julian Reschke,Closed,Jackrabbit Oak,17
6/25/2018,Julian Reschke,Closed,Jackrabbit Oak,17
7/13/2018,Hudson,Open,Jackrabbit Oak,17
7/19/2018,Julian Reschke,Open,Jackrabbit Oak,17
7/23/2018,Julian Reschke,Resolved,Jackrabbit Oak,17
9/30/2017,Ayushi,Open,Kafka,17
7/12/2018,Kristian Kolding Foged-Ladefoged,Open,Kafka,17
3/21/2017,Jean-Baptiste Onofré,Resolved,Karaf,17
7/19/2018,Temple Zhou,Open,Kylin,17
4/9/2018,Dennis Balkir,Open,OFBiz,17
9/10/2018,Andras Salamon,Open,Oozie,17
8/8/2018,Lars Hofhansl,Patch Available,Phoenix,17
8/27/2018,Swaroopa Kadam,Open,Phoenix,17
7/6/2018,Tsz Wo Nicholas Sze,Open,Ratis,17
5/14/2018,kalyan kumar kalvagadda,Patch Available,Sentry,17
7/10/2018,kalyan kumar kalvagadda,Open,Sentry,17
11/2/2017,Varun Thacker,Open,Solr,17
1/25/2018,Joel Bernstein,Open,Solr,17
5/10/2018,Hoss Man,Patch Available,Solr,17
8/21/2018,mosh,Open,Solr,17
9/12/2018,Tomás Fernández Löbbe,Open,Solr,17
9/24/2018,Jan Høydahl,Open,Solr,17
8/24/2018,Yuming Wang,Open,Spark,17
9/7/2018,yy,Open,Spark,17
9/8/2018,Apache Spark,In Progress,Spark,17
9/20/2018,Yuming Wang,Open,Spark,17
9/27/2018,Apache Spark,Open,Spark,17
7/26/2018,Tim Allison,Open,Tika,17
7/18/2018,Eroma,Open,Airavata,16
8/27/2018,Marcus Christie,In Progress,Airavata,16
5/7/2018,Apache Spark,Resolved,Apache Airflow,16
7/9/2018,Antoine Pitrou,Open,Apache Arrow,16
7/16/2018,Wes McKinney,Open,Apache Arrow,16
7/22/2013,Shazron Abdullah,Closed,Apache Cordova,16
8/8/2013,Shazron Abdullah,Closed,Apache Cordova,16
11/12/2013,Shazron Abdullah,Closed,Apache Cordova,16
3/14/2014,Shazron Abdullah,Closed,Apache Cordova,16
7/7/2015,Shazron Abdullah,Closed,Apache Cordova,16
7/31/2018,Alexander,To Do,Apache MXNet,16
8/6/2018,Lin Yuan,To Do,Apache MXNet,16
8/13/2018,Lin Yuan,In Review,Apache MXNet,16
9/21/2018,Andy LoPresto,Open,Apache NiFi,16
9/24/2018,Beam JIRA Bot,Open,Beam,16
8/28/2018,Vladimir Sitnikov,Open,Calcite,16
8/29/2018,Vladimir Sitnikov,Open,Calcite,16
2/26/2014,Joan Touzet,Open,CouchDB,16
7/17/2018,Colm O hEigeartaigh,Open,CXF,16
8/21/2018,Karl Pauls,Open,Felix,16
6/22/2018,Viktor Vlasov,Open,Flink,16
9/9/2018,Changkun Ou,Open,Guacamole,16
3/7/2017,Aaron Fabbri,Patch Available,Hadoop Common,16
7/2/2018,Steve Loughran,Patch Available,Hadoop Common,16
7/19/2018,Gabor Bota,In Progress,Hadoop Common,16
7/30/2018,Steve Loughran,Open,Hadoop Common,16
8/9/2018,genericqa,Patch Available,Hadoop Common,16
8/17/2018,Íñigo Goiri,Patch Available,Hadoop Common,16
9/20/2018,Akira Ajisaka,Patch Available,Hadoop Common,16
7/19/2018,LiXin Ge,Patch Available,Hadoop Distributed Data Store,16
7/20/2018,Mukul Kumar Singh,Patch Available,Hadoop Distributed Data Store,16
8/1/2018,chencan,Open,Hadoop Distributed Data Store,16
8/6/2018,"Elek, Marton",Patch Available,Hadoop Distributed Data Store,16
8/7/2018,Anu Engineer,Patch Available,Hadoop Distributed Data Store,16
8/8/2018,LiXin Ge,Open,Hadoop Distributed Data Store,16
9/7/2018,Anu Engineer,Open,Hadoop Distributed Data Store,16
10/26/2017,Ranith Sardar,Patch Available,Hadoop HDFS,16
6/6/2018,Kitti Nanasi,Patch Available,Hadoop HDFS,16
6/18/2018,Chen Liang,Patch Available,Hadoop HDFS,16
6/29/2018,yanghuafeng,Patch Available,Hadoop HDFS,16
7/20/2018,Barnabas Maidics,Open,Hadoop HDFS,16
8/2/2018,Brahma Reddy Battula,Patch Available,Hadoop HDFS,16
8/2/2018,Chao Sun,Patch Available,Hadoop HDFS,16
8/3/2018,Erik Krogen,Patch Available,Hadoop HDFS,16
8/8/2018,genericqa,Patch Available,Hadoop HDFS,16
8/30/2018,Oleksandr Shevchenko,Patch Available,Hadoop Map/Reduce,16
7/2/2018,Suma Shivaprasad,Patch Available,Hadoop YARN,16
7/12/2018,genericqa,Patch Available,Hadoop YARN,16
7/18/2018,Prabha Manepalli,Patch Available,Hadoop YARN,16
7/25/2018,genericqa,Patch Available,Hadoop YARN,16
8/20/2018,Tao Yang,Patch Available,Hadoop YARN,16
9/7/2018,Yesha Vora,Open,Hadoop YARN,16
9/18/2018,BELUGA BEHR,Patch Available,Hadoop YARN,16
9/20/2018,Hadoop QA,Patch Available,Hadoop YARN,16
1/17/2018,Gavin,Resolved,HBase,16
3/7/2018,Zheng Hu,Patch Available,HBase,16
6/21/2018,Hudson,Resolved,HBase,16
6/29/2018,Hudson,Resolved,HBase,16
7/6/2018,Ted Yu,Patch Available,HBase,16
7/13/2018,Hari Sekhon,Open,HBase,16
7/16/2018,Allan Yang,Patch Available,HBase,16
7/16/2018,Mike Drob,Open,HBase,16
7/25/2018,Andrew Purtell,Patch Available,HBase,16
7/25/2018,Krish Dey,Open,HBase,16
7/27/2018,Yi Mei,Patch Available,HBase,16
7/30/2018,Hudson,Resolved,HBase,16
8/2/2018,Guangxu Cheng,Patch Available,HBase,16
8/3/2018,Hari Sekhon,Open,HBase,16
8/3/2018,stack,Open,HBase,16
8/9/2018,Allan Yang,Patch Available,HBase,16
8/22/2018,Ted Yu,Patch Available,HBase,16
9/5/2018,stack,Patch Available,HBase,16
9/6/2018,Guangxu Cheng,Patch Available,HBase,16
9/12/2018,stack,Open,HBase,16
8/11/2017,Hive QA,Patch Available,Hive,16
2/21/2018,Mass Dosage,Patch Available,Hive,16
6/1/2018,Szehon Ho,Patch Available,Hive,16
6/10/2018,BELUGA BEHR,Patch Available,Hive,16
6/10/2018,Hive QA,Patch Available,Hive,16
7/6/2018,Jesus Camacho Rodriguez,Patch Available,Hive,16
7/12/2018,BELUGA BEHR,Open,Hive,16
7/18/2018,Matt McCline,Patch Available,Hive,16
7/25/2018,Jesus Camacho Rodriguez,Patch Available,Hive,16
8/4/2018,Hive QA,Patch Available,Hive,16
8/6/2018,Vineet Garg,Open,Hive,16
8/15/2018,denys kuzmenko,Patch Available,Hive,16
8/19/2018,Teddy Choi,Patch Available,Hive,16
9/12/2018,Karen Coppage,Patch Available,Hive,16
8/2/2018,Nikolai Kulagin,In Progress,Ignite,16
8/9/2018,Tim Armstrong,Open,IMPALA,16
7/9/2018,Chris Thistlethwaite,Waiting for Infra,Infrastructure,16
7/4/2018,Julian Reschke,Resolved,Jackrabbit Oak,16
8/31/2018,Hudson,Open,Jackrabbit Oak,16
8/20/2018,Ted Yu,Open,Kafka,16
9/25/2018,Henri Yandell,Open,Legal Discuss,16
9/19/2018,James Thomas,Open,ManifoldCF,16
9/21/2018,Karl Wright,Patch Available,ManifoldCF,16
7/20/2018,Meng Zhu,Open,Mesos,16
8/21/2018,Deepak Nigam,Patch Available,OFBiz,16
9/12/2018,Julia Kinga Marton,Patch Available,Oozie,16
8/8/2018,Aman Poonia,Patch Available,Phoenix,16
7/13/2018,Johan Stenberg,Open,Qpid JMS,16
8/9/2018,dhomme,Open,Ranger,16
6/4/2018,Tsz Wo Nicholas Sze,Patch Available,Ratis,16
8/24/2018,Mukul Kumar Singh,Open,Ratis,16
3/19/2018,Jan Høydahl,Open,Solr,16
4/9/2018,Takuya Ueshin,In Progress,Spark,16
7/2/2018,Apache Spark,In Progress,Spark,16
7/16/2018,Jiang Xingbo,Open,Spark,16
7/19/2018,Apache Spark,In Progress,Spark,16
7/23/2018,Apache Spark,In Progress,Spark,16
8/1/2018,Apache Spark,In Progress,Spark,16
9/5/2018,Xiangrui Meng,Open,Spark,16
9/12/2018,Apache Spark,In Progress,Spark,16
9/13/2018,Apache Spark,In Progress,Spark,16
9/18/2018,Apache Spark,In Progress,Spark,16
9/28/2018,Apache Spark,In Progress,Spark,16
8/9/2018,Yasser Zamani,Open,Struts 2,16
8/19/2014,Jonathan Gallimore,Open,TomEE,16
5/3/2018,Hadoop QA,Patch Available,ZooKeeper,16
8/17/2018,Marcus Christie,Open,Airavata,15
9/14/2018,Hudson,Resolved,Ambari,15
1/30/2018,Wes McKinney,Open,Apache Arrow,15
7/9/2018,Wes McKinney,In Progress,Apache Arrow,15
9/24/2018,Wes McKinney,Open,Apache Arrow,15
4/13/2012,Shazron Abdullah,Closed,Apache Cordova,15
7/11/2012,Shazron Abdullah,Closed,Apache Cordova,15
7/16/2012,Shazron Abdullah,Closed,Apache Cordova,15
3/4/2013,Shazron Abdullah,Closed,Apache Cordova,15
5/29/2013,Shazron Abdullah,Closed,Apache Cordova,15
6/5/2013,Shazron Abdullah,Closed,Apache Cordova,15
7/23/2013,Shazron Abdullah,Closed,Apache Cordova,15
11/6/2013,Shazron Abdullah,Closed,Apache Cordova,15
1/18/2014,Shazron Abdullah,Closed,Apache Cordova,15
5/11/2017,Shazron Abdullah,Closed,Apache Cordova,15
9/23/2018,Kevin Risden,Patch Available,Apache Knox,15
7/23/2018,Vandana Kannan,In Progress,Apache MXNet,15
7/25/2018,Chamikara Jayalath,Open,Beam,15
7/3/2018,Julian Hyde,Open,Calcite,15
8/2/2018,Andrei Sereda,Open,Calcite,15
4/20/2018,Ariel Weisberg,Open,Cassandra,15
4/20/2018,Ariel Weisberg,Patch Available,Cassandra,15
8/17/2018,Peter Xie,Open,Cassandra,15
9/7/2018,Benedict,Open,Cassandra,15
9/7/2018,Shaik Nazeer Hussain,Open,CXF,15
7/5/2018,Chesnay Schepler,In Progress,Flink,15
7/5/2018,Chesnay Schepler,Open,Flink,15
7/23/2018,Till Rohrmann,Open,Flink,15
8/20/2018,Till Rohrmann,Open,Flink,15
8/31/2018,Timo Walther,Open,Flink,15
7/12/2018,Dan Smith,Open,Geode,15
7/30/2018,Dan Smith,Open,Geode,15
9/10/2018,Dan Smith,Open,Geode,15
3/7/2017,Gabor Bota,In Progress,Hadoop Common,15
2/12/2018,Steve Loughran,Open,Hadoop Common,15
7/9/2018,Gabor Bota,Patch Available,Hadoop Common,15
7/16/2018,Jack Bearden,Patch Available,Hadoop Common,15
7/19/2018,Steve Loughran,Open,Hadoop Common,15
7/18/2018,Nanda kumar,Patch Available,Hadoop Distributed Data Store,15
7/24/2018,chencan,Open,Hadoop Distributed Data Store,15
